VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
2,2024-08-25 15:37:40,2024-08-25 15:49:09,74,Brooklyn,236,Queens,2.09,13.5,21.3,0.0,1.0
2,2024-08-14 18:36:40,2024-08-14 18:50:56,95,Brooklyn,134,Queens,1.69,14.9,22.68,0.0,1.0
2,2024-08-02 00:45:52,2024-08-02 01:14:33,244,Manhattan,98,Brooklyn,16.16,61.1,70.54,6.94,2.0
2,2024-08-26 08:54:52,2024-08-26 09:07:41,74,Brooklyn,236,Queens,1.77,12.8,17.05,0.0,2.0
2,2024-08-03 11:40:23,2024-08-03 11:52:03,43,Bronx,141,Queens,2.31,14.2,18.45,0.0,2.0
2,2024-08-03 08:47:40,2024-08-03 08:56:16,152,Queens,166,Brooklyn,1.41,10.7,12.2,0.0,2.0
1,2024-08-10 14:35:08,2024-08-10 14:43:50,166,Brooklyn,238,Manhattan,1.3,9.3,13.55,0.0,2.0
2,2024-08-13 14:04:25,2024-08-13 14:18:11,74,Brooklyn,43,Bronx,1.76,14.2,18.84,0.0,1.0
1,2024-08-28 21:46:41,2024-08-28 21:57:20,65,Brooklyn,66,Brooklyn,1.5,10.0,13.5,0.0,1.0
2,2024-08-07 18:58:04,2024-08-07 19:02:41,43,Bronx,238,Manhattan,1.03,7.2,14.56,0.0,1.0
2,2024-08-29 08:50:56,2024-08-29 09:06:28,65,Brooklyn,138,Queens,10.29,50.0,67.2,0.0,1.0
2,2024-08-16 09:28:50,2024-08-16 09:36:13,129,Queens,129,Queens,1.12,9.3,10.8,0.0,1.0
2,2024-08-02 14:18:31,2024-08-02 14:54:26,146,Queens,93,Brooklyn,8.21,40.1,49.92,0.0,1.0
2,2024-08-21 12:31:06,2024-08-21 12:35:10,7,Manhattan,7,Manhattan,0.62,5.8,7.3,0.0,2.0
2,2024-08-04 17:11:31,2024-08-04 17:16:40,75,Brooklyn,41,Manhattan,1.1,7.2,10.44,0.0,1.0
2,2024-08-28 10:19:00,2024-08-28 10:45:00,42,Manhattan,161,Queens,4.28,32.01,41.05,0.0,
2,2024-08-03 11:07:06,2024-08-03 11:20:47,244,Manhattan,41,Manhattan,2.19,15.73,19.98,0.0,
2,2024-08-29 09:42:50,2024-08-29 09:50:05,75,Brooklyn,74,Brooklyn,1.58,10.0,13.8,0.0,1.0
2,2024-08-08 19:55:40,2024-08-08 20:05:13,97,Brooklyn,49,Brooklyn,1.36,10.0,14.0,0.0,2.0
2,2024-08-22 08:32:11,2024-08-22 08:39:08,92,Brooklyn,73,Brooklyn,1.09,15.0,16.0,0.0,1.0
2,2024-08-17 17:07:32,2024-08-17 17:17:42,92,Brooklyn,53,Brooklyn,1.7,11.4,12.9,0.0,1.0
2,2024-08-24 04:23:51,2024-08-24 04:45:34,36,Manhattan,141,Queens,8.05,34.5,48.63,0.0,1.0
2,2024-08-03 19:00:11,2024-08-03 19:07:59,74,Brooklyn,41,Manhattan,1.26,9.3,12.96,0.0,1.0
2,2024-08-05 19:14:12,2024-08-05 19:37:05,134,Queens,260,Manhattan,9.12,39.4,43.4,0.0,2.0
1,2024-08-18 21:45:53,2024-08-18 22:10:53,75,Brooklyn,211,Manhattan,5.9,28.2,33.45,0.0,1.0
2,2024-08-01 17:20:19,2024-08-01 17:36:01,75,Brooklyn,229,Manhattan,2.75,17.7,29.34,0.0,1.0
2,2024-08-28 17:34:56,2024-08-28 17:40:15,74,Brooklyn,42,Manhattan,0.77,7.2,13.44,0.0,1.0
2,2024-08-16 21:57:01,2024-08-16 22:26:21,41,Manhattan,234,Manhattan,5.68,30.3,39.55,0.0,1.0
1,2024-08-06 19:36:34,2024-08-06 19:41:38,65,Brooklyn,181,Brooklyn,0.8,7.2,13.4,0.0,1.0
2,2024-08-22 18:13:10,2024-08-22 18:24:43,82,Brooklyn,138,Queens,3.71,17.0,36.0,0.0,1.0
2,2024-08-16 12:20:44,2024-08-16 12:48:09,7,Manhattan,140,Queens,4.17,26.1,36.42,0.0,1.0
2,2024-08-12 17:08:00,2024-08-12 17:20:35,82,Brooklyn,70,Brooklyn,2.66,15.6,21.6,0.0,1.0
2,2024-08-01 20:59:01,2024-08-01 21:09:54,258,Manhattan,197,Manhattan,2.21,12.8,15.3,0.0,2.0
2,2024-08-01 16:52:05,2024-08-01 16:58:26,74,Brooklyn,75,Brooklyn,0.64,7.2,13.44,0.0,1.0
2,2024-08-11 15:40:09,2024-08-11 15:52:04,82,Brooklyn,260,Manhattan,2.29,14.2,15.7,0.0,2.0
2,2024-08-05 07:47:34,2024-08-05 07:57:26,74,Brooklyn,166,Brooklyn,2.06,12.8,17.16,0.0,1.0
2,2024-08-17 17:37:22,2024-08-17 17:45:02,134,Queens,134,Queens,1.0,8.6,12.12,0.0,1.0
2,2024-08-06 15:45:31,2024-08-06 16:05:30,65,Brooklyn,229,Manhattan,6.53,29.6,39.35,0.0,1.0
2,2024-08-17 13:26:18,2024-08-17 13:50:36,130,Queens,132,Queens,4.02,24.7,26.2,0.0,2.0
2,2024-08-27 18:54:49,2024-08-27 18:55:46,61,Brooklyn,264,Manhattan,0.0,18.0,22.8,0.0,1.0
2,2024-08-01 14:39:52,2024-08-01 15:02:29,75,Brooklyn,244,Manhattan,5.3,28.2,35.64,0.0,1.0
2,2024-08-02 16:12:59,2024-08-02 16:22:57,74,Brooklyn,75,Brooklyn,1.64,11.4,19.25,0.0,1.0
2,2024-08-30 12:23:17,2024-08-30 12:33:52,7,Manhattan,146,Queens,1.61,11.4,15.48,0.0,1.0
1,2024-08-03 18:40:58,2024-08-03 18:58:36,74,Brooklyn,239,Manhattan,3.4,19.8,28.05,0.0,1.0
1,2024-08-26 07:39:40,2024-08-26 07:58:42,74,Brooklyn,262,Manhattan,3.0,19.8,27.66,0.0,
2,2024-08-20 09:40:24,2024-08-20 09:45:39,146,Queens,193,Manhattan,0.91,7.2,8.7,0.0,2.0
2,2024-08-23 17:44:15,2024-08-23 17:55:33,43,Bronx,237,Manhattan,2.1,13.5,23.89,0.0,1.0
2,2024-08-10 14:31:59,2024-08-10 14:59:59,166,Brooklyn,20,Manhattan,5.69,29.6,31.1,0.0,1.0
2,2024-08-08 15:12:34,2024-08-08 15:20:37,74,Brooklyn,75,Brooklyn,1.44,9.3,14.63,0.0,1.0
2,2024-08-25 02:46:50,2024-08-25 02:58:46,112,Queens,148,Queens,3.75,18.4,26.65,0.0,1.0
2,2024-08-06 17:53:00,2024-08-06 18:13:00,66,Brooklyn,88,Brooklyn,2.89,19.54,27.85,0.0,
2,2024-08-26 14:13:16,2024-08-26 14:35:34,41,Manhattan,230,Manhattan,6.59,31.7,40.95,0.0,1.0
2,2024-08-04 01:57:04,2024-08-04 02:07:27,114,Queens,107,Brooklyn,1.7,12.1,20.52,0.0,1.0
