VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
2,2021-02-11 08:21:00,2021-02-11 09:04:00,169,Queens,164,Brooklyn,11.1,32.37,41.54,6.12,
2,2021-02-18 22:33:22,2021-02-18 22:39:03,41,Manhattan,116,Queens,1.11,9.0,9.3,0.0,2.0
2,2021-02-21 10:47:00,2021-02-21 11:10:00,247,Manhattan,143,Queens,5.53,32.24,35.29,0.0,
2,2021-02-12 18:14:17,2021-02-12 18:36:54,39,Manhattan,85,Brooklyn,2.54,15.0,16.8,0.0,1.0
2,2021-02-22 09:25:00,2021-02-22 09:57:00,177,Queens,181,Brooklyn,4.43,21.9,22.2,0.0,
2,2021-02-22 07:10:00,2021-02-22 07:31:00,63,Brooklyn,196,Manhattan,5.77,29.17,32.22,0.0,
2,2021-02-09 14:26:12,2021-02-09 14:40:39,52,Brooklyn,181,Brooklyn,2.43,11.0,11.8,0.0,2.0
2,2021-02-06 11:03:35,2021-02-06 11:21:31,42,Manhattan,239,Manhattan,3.19,14.0,19.55,0.0,1.0
2,2021-02-28 10:59:00,2021-02-28 11:20:00,21,Manhattan,257,Manhattan,4.84,28.83,31.88,0.0,
2,2021-02-12 06:21:56,2021-02-12 06:32:02,196,Manhattan,197,Manhattan,4.06,14.0,19.24,0.0,1.0
2,2021-02-11 18:26:06,2021-02-11 18:42:27,244,Manhattan,238,Manhattan,5.9,19.5,28.86,0.0,1.0
2,2021-02-18 12:22:00,2021-02-18 12:49:00,25,Manhattan,37,Manhattan,3.45,19.15,22.2,0.0,
2,2021-02-11 08:06:50,2021-02-11 08:52:09,136,Queens,90,Brooklyn,12.85,42.5,55.54,12.24,1.0
2,2021-02-27 13:31:51,2021-02-27 13:36:08,42,Manhattan,42,Manhattan,0.78,5.0,5.8,0.0,2.0
2,2021-02-10 16:18:17,2021-02-10 16:32:09,97,Brooklyn,17,Manhattan,1.59,10.0,14.16,0.0,1.0
1,2021-02-11 13:14:23,2021-02-11 13:17:25,41,Manhattan,152,Queens,0.4,4.0,4.8,0.0,3.0
2,2021-02-23 16:06:59,2021-02-23 16:21:02,244,Manhattan,74,Brooklyn,3.53,14.0,19.8,0.0,1.0
