VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
2,2023-03-19 12:23:22,2023-03-19 12:34:48,238,Manhattan,142,Queens,1.27,11.4,18.48,0.0,1
2,2023-03-24 23:12:35,2023-03-24 23:27:57,237,Manhattan,50,Brooklyn,2.3,15.6,24.72,0.0,1
1,2023-03-19 13:09:54,2023-03-19 13:30:26,246,Manhattan,142,Queens,1.9,17.7,28.2,0.0,1
2,2023-03-11 08:46:41,2023-03-11 08:55:02,90,Brooklyn,107,Brooklyn,1.28,10.0,16.8,0.0,1
2,2023-03-23 07:36:06,2023-03-23 07:38:36,161,Queens,230,Manhattan,0.52,5.1,11.37,0.0,1
2,2023-03-28 08:48:52,2023-03-28 09:07:37,229,Manhattan,100,Brooklyn,2.18,17.7,21.7,0.0,2
2,2023-03-15 11:07:28,2023-03-15 11:11:25,186,Queens,90,Brooklyn,0.38,5.8,9.8,0.0,2
2,2023-03-23 12:50:16,2023-03-23 12:50:25,49,Brooklyn,49,Brooklyn,0.0,-70.0,-71.5,0.0,2
1,2023-03-06 16:28:16,2023-03-06 16:32:13,238,Manhattan,238,Manhattan,0.5,5.8,12.3,0.0,1
2,2023-03-26 09:05:24,2023-03-26 09:10:43,237,Manhattan,263,Manhattan,0.91,7.2,13.44,0.0,1
2,2023-03-02 15:50:19,2023-03-02 16:02:54,158,Queens,114,Queens,1.28,12.1,18.52,0.0,1
2,2023-03-17 18:13:10,2023-03-17 18:22:46,186,Queens,170,Brooklyn,0.98,10.0,19.8,0.0,1
1,2023-03-16 07:34:27,2023-03-16 07:39:39,236,Queens,162,Queens,1.5,8.6,14.1,0.0,1
2,2023-03-31 08:17:35,2023-03-31 08:20:59,236,Queens,237,Manhattan,0.54,5.8,11.76,0.0,1
1,2023-03-29 00:17:17,2023-03-29 00:26:08,233,Manhattan,75,Brooklyn,3.3,14.2,19.2,0.0,2
1,2023-03-10 11:23:43,2023-03-10 11:36:09,140,Queens,163,Brooklyn,1.4,11.4,19.25,0.0,1
1,2023-03-26 18:03:11,2023-03-26 18:27:02,79,Brooklyn,255,Manhattan,4.0,25.4,36.7,0.0,1
