VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
2,2024-08-07 11:57:13,2024-08-07 12:09:39,161,Queens,236,Queens,2.08,13.5,21.0,0.0,1
2,2024-08-15 18:25:08,2024-08-15 19:03:14,164,Brooklyn,114,Queens,1.59,29.6,36.1,0.0,2
2,2024-08-13 14:44:32,2024-08-13 14:48:35,142,Queens,239,Manhattan,0.45,5.8,11.76,0.0,1
2,2024-08-04 15:42:27,2024-08-04 16:47:07,132,Queens,211,Manhattan,17.58,70.0,90.55,0.0,1
2,2024-08-25 21:16:15,2024-08-25 21:32:15,230,Manhattan,265,Manhattan,7.51,31.0,33.0,0.0,2
2,2024-08-17 14:16:22,2024-08-17 14:23:32,229,Manhattan,162,Queens,0.79,7.9,14.28,0.0,1
2,2024-08-02 15:40:30,2024-08-02 16:00:52,13,Manhattan,234,Manhattan,3.35,21.2,30.24,0.0,1
2,2024-08-05 10:02:48,2024-08-05 10:08:26,236,Queens,237,Manhattan,1.27,7.9,13.9,0.0,1
2,2024-08-24 11:24:43,2024-08-24 11:34:13,261,Manhattan,211,Manhattan,1.35,10.7,17.64,0.0,1
1,2024-08-24 23:37:04,2024-08-24 23:46:50,249,Manhattan,211,Manhattan,1.1,10.0,18.0,0.0,1
2,2024-08-06 14:40:18,2024-08-06 14:50:46,229,Manhattan,140,Queens,0.76,10.7,17.64,0.0,1
2,2024-08-23 12:42:10,2024-08-23 12:48:32,236,Queens,236,Queens,0.96,8.6,12.6,0.0,2
2,2024-08-18 12:55:46,2024-08-18 13:04:25,161,Queens,230,Manhattan,0.85,9.3,13.3,0.0,2
1,2024-08-07 18:51:53,2024-08-07 19:00:12,170,Brooklyn,161,Queens,0.4,8.6,18.1,0.0,1
2,2024-08-23 14:06:36,2024-08-23 14:13:19,68,Brooklyn,234,Manhattan,1.02,7.9,13.9,0.0,1
2,2024-08-12 17:27:52,2024-08-12 17:39:46,186,Queens,161,Queens,0.99,11.4,21.48,0.0,1
2,2024-08-11 11:56:40,2024-08-11 12:32:18,238,Manhattan,255,Manhattan,7.46,38.7,51.24,0.0,1
2,2024-08-02 11:08:58,2024-08-02 11:19:27,236,Queens,163,Brooklyn,1.46,11.4,19.25,0.0,1
2,2024-08-12 19:22:10,2024-08-12 19:31:10,170,Brooklyn,234,Manhattan,1.33,10.0,18.5,0.0,1
2,2024-08-13 15:32:50,2024-08-13 15:36:56,237,Manhattan,140,Queens,0.69,6.5,12.6,0.0,1
2,2024-08-06 21:35:53,2024-08-06 21:58:52,138,Queens,242,Manhattan,9.99,41.5,57.69,6.94,2
2,2024-08-21 23:24:10,2024-08-21 23:39:56,186,Queens,141,Queens,3.09,17.7,27.24,0.0,1
2,2024-08-07 19:45:28,2024-08-07 20:01:44,229,Manhattan,113,Queens,2.21,15.6,26.52,0.0,1
2,2024-08-24 03:03:01,2024-08-24 03:16:09,211,Manhattan,230,Manhattan,3.14,16.3,26.63,0.0,1
2,2024-08-15 14:50:52,2024-08-15 15:00:54,236,Queens,151,Queens,1.16,9.77,13.77,0.0,0
2,2024-08-09 17:28:10,2024-08-09 17:35:17,236,Queens,238,Manhattan,1.44,10.0,18.98,0.0,1
2,2024-08-27 00:25:51,2024-08-27 00:30:40,161,Queens,100,Brooklyn,1.17,7.9,16.77,0.0,1
2,2024-08-14 13:53:06,2024-08-14 13:56:02,161,Queens,162,Queens,0.53,5.1,11.1,0.0,1
2,2024-08-07 08:00:59,2024-08-07 08:11:01,142,Queens,237,Manhattan,1.47,11.4,18.48,0.0,1
2,2024-08-21 09:53:25,2024-08-21 10:10:54,163,Brooklyn,107,Brooklyn,2.0,17.0,22.5,0.0,1
2,2024-08-04 07:19:40,2024-08-04 07:26:54,234,Manhattan,43,Bronx,1.97,10.7,17.64,0.0,1
2,2024-08-04 19:15:23,2024-08-04 19:37:27,12,Manhattan,164,Brooklyn,5.61,28.2,32.2,0.0,2
2,2024-08-16 16:58:29,2024-08-16 17:02:47,263,Manhattan,236,Queens,0.67,6.5,14.0,0.0,1
2,2024-08-02 17:30:08,2024-08-02 17:52:16,138,Queens,112,Queens,8.14,34.5,56.56,0.0,1
2,2024-08-11 07:26:36,2024-08-11 07:46:49,256,Manhattan,132,Queens,15.48,70.0,90.0,0.0,1
2,2024-08-13 12:32:58,2024-08-13 12:47:30,237,Manhattan,161,Queens,1.33,13.5,17.5,0.0,2
2,2024-08-27 19:46:25,2024-08-27 20:00:00,234,Manhattan,140,Queens,2.76,16.3,27.36,0.0,1
2,2024-08-12 22:37:26,2024-08-12 22:44:30,234,Manhattan,229,Manhattan,1.78,10.7,18.84,0.0,1
1,2024-08-11 01:57:02,2024-08-11 02:03:12,246,Manhattan,164,Brooklyn,1.2,7.9,15.45,0.0,1
2,2024-08-21 18:29:54,2024-08-21 18:39:43,163,Brooklyn,230,Manhattan,0.81,10.0,21.5,0.0,1
1,2024-08-24 01:20:38,2024-08-24 01:28:28,158,Queens,107,Brooklyn,1.3,9.67,13.67,0.0,0
1,2024-08-28 23:26:33,2024-08-28 23:44:17,138,Queens,116,Queens,7.6,30.3,51.49,6.94,1
