VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
1,2021-07-06 00:32:26,2021-07-06 00:32:26,75,Brooklyn,75,Brooklyn,0.0,26.2,27.0,0.0,1
2,2021-07-20 18:19:49,2021-07-20 18:29:52,230,Manhattan,234,Manhattan,1.67,8.5,15.36,0.0,1
2,2021-07-03 22:34:21,2021-07-03 22:43:57,163,Brooklyn,263,Manhattan,2.1,9.5,15.96,0.0,1
1,2021-07-14 20:04:56,2021-07-14 20:11:54,239,Manhattan,239,Manhattan,0.9,6.5,12.35,0.0,1
2,2021-07-18 20:03:41,2021-07-18 20:08:46,230,Manhattan,237,Manhattan,0.93,5.5,9.3,0.0,2
2,2021-07-18 11:43:47,2021-07-18 11:49:32,229,Manhattan,236,Queens,1.72,7.0,10.3,0.0,2
2,2021-07-08 12:26:45,2021-07-08 12:38:46,170,Brooklyn,164,Brooklyn,0.61,8.5,12.98,0.0,1
2,2021-07-30 15:15:25,2021-07-30 15:20:50,161,Queens,141,Queens,0.77,5.5,8.8,0.0,2
1,2021-07-06 10:52:49,2021-07-06 10:59:23,239,Manhattan,239,Manhattan,0.6,6.0,11.15,0.0,1
2,2021-07-06 15:13:49,2021-07-06 15:25:47,262,Manhattan,239,Manhattan,2.16,10.5,14.8,0.0,1
2,2021-07-12 22:52:13,2021-07-12 23:01:40,230,Manhattan,141,Queens,1.6,8.0,14.16,0.0,1
2,2021-07-18 12:10:43,2021-07-18 12:12:53,163,Brooklyn,100,Brooklyn,0.54,3.5,6.8,0.0,2
2,2021-07-15 14:06:40,2021-07-15 14:09:27,48,Manhattan,163,Brooklyn,0.64,4.0,8.76,0.0,1
2,2021-07-10 22:46:26,2021-07-10 22:48:48,186,Queens,100,Brooklyn,0.51,4.0,9.36,0.0,1
2,2021-07-12 11:16:49,2021-07-12 11:26:27,236,Queens,161,Queens,1.82,9.0,12.3,0.0,2
2,2021-07-26 19:49:41,2021-07-26 19:52:39,107,Brooklyn,79,Brooklyn,0.73,4.5,9.8,0.0,1
2,2021-07-07 22:52:57,2021-07-07 23:15:14,148,Queens,263,Manhattan,6.51,22.0,29.67,0.0,1
2,2021-07-25 22:11:19,2021-07-25 22:27:51,234,Manhattan,236,Queens,3.32,14.5,21.96,0.0,1
2,2021-07-24 16:16:32,2021-07-24 16:43:13,234,Manhattan,239,Manhattan,3.6,18.5,26.16,0.0,1
2,2021-07-26 01:09:53,2021-07-26 01:14:37,263,Manhattan,74,Brooklyn,1.3,6.0,8.76,0.0,1
2,2021-07-04 17:25:13,2021-07-04 17:38:47,230,Manhattan,42,Manhattan,4.63,15.0,18.3,0.0,2
2,2021-07-02 17:36:43,2021-07-02 17:45:47,141,Queens,170,Brooklyn,2.29,9.5,16.56,0.0,1
2,2021-07-28 13:22:40,2021-07-28 13:40:32,113,Queens,246,Manhattan,3.17,14.5,21.36,0.0,1
2,2021-07-23 03:11:32,2021-07-23 03:22:55,170,Brooklyn,262,Manhattan,3.25,11.5,18.36,0.0,1
2,2021-07-09 07:13:25,2021-07-09 08:13:57,169,Queens,125,Queens,12.64,49.0,49.8,0.0,1
1,2021-07-19 22:10:15,2021-07-19 22:20:46,263,Manhattan,239,Manhattan,2.1,9.5,14.3,0.0,1
1,2021-07-30 12:58:41,2021-07-30 13:09:36,48,Manhattan,236,Queens,2.5,11.0,16.3,0.0,1
2,2021-07-15 12:51:33,2021-07-15 13:01:21,163,Brooklyn,43,Bronx,2.1,9.5,13.3,0.0,1
1,2021-07-20 20:24:22,2021-07-20 20:31:44,233,Manhattan,140,Queens,2.1,8.0,11.8,0.0,2
1,2021-07-12 23:20:15,2021-07-12 23:47:10,242,Manhattan,28,Manhattan,0.0,28.2,35.55,6.55,1
1,2021-07-31 20:30:05,2021-07-31 20:44:42,237,Manhattan,79,Brooklyn,3.1,12.5,17.3,0.0,1
2,2021-07-17 14:21:37,2021-07-17 14:28:43,13,Manhattan,209,Manhattan,2.1,8.5,12.8,0.0,1
2,2021-07-25 19:13:05,2021-07-25 19:16:20,237,Manhattan,162,Queens,0.84,5.0,10.79,0.0,1
2,2021-07-26 08:15:16,2021-07-26 08:27:54,229,Manhattan,142,Queens,2.12,10.5,16.56,0.0,1
2,2021-07-23 11:43:11,2021-07-23 12:02:12,142,Queens,233,Manhattan,2.37,13.5,18.8,0.0,1
1,2021-07-10 18:12:06,2021-07-10 18:15:20,263,Manhattan,263,Manhattan,0.6,4.5,10.8,0.0,1
1,2021-07-21 12:09:22,2021-07-21 12:30:13,68,Brooklyn,87,Brooklyn,3.3,15.0,21.3,0.0,1
2,2021-07-06 07:19:31,2021-07-06 07:32:12,170,Brooklyn,4,Manhattan,2.35,11.0,14.3,0.0,2
