VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
1,2024-03-28 23:00:47,2024-03-28 23:10:41,90,Brooklyn,233,Manhattan,1.9,10.7,19.65,0.0,1
1,2024-03-05 08:46:56,2024-03-05 08:55:37,263,Manhattan,237,Manhattan,1.2,8.6,15.1,0.0,1
1,2024-03-25 11:27:51,2024-03-25 11:36:38,262,Manhattan,140,Queens,0.7,9.3,16.6,0.0,1
2,2024-03-26 19:26:10,2024-03-26 19:38:47,229,Manhattan,234,Manhattan,2.06,13.5,22.0,0.0,1
1,2024-03-29 23:16:17,2024-03-29 23:23:35,186,Queens,234,Manhattan,1.1,8.6,16.3,0.0,1
2,2024-03-06 10:07:39,2024-03-06 10:38:14,68,Brooklyn,162,Queens,2.28,25.4,35.28,0.0,1
1,2024-03-18 11:34:59,2024-03-18 12:00:30,146,Queens,192,Manhattan,5.8,29.6,31.1,0.0,2
2,2024-03-04 13:57:04,2024-03-04 14:00:59,261,Manhattan,231,Manhattan,0.62,5.8,9.8,0.0,2
2,2024-03-13 12:58:37,2024-03-13 13:07:38,163,Brooklyn,161,Queens,0.51,9.3,16.63,0.0,1
2,2024-03-23 02:28:11,2024-03-23 02:34:05,249,Manhattan,114,Queens,0.41,6.5,13.8,0.0,1
2,2024-03-13 14:02:17,2024-03-13 14:14:35,141,Queens,237,Manhattan,0.97,12.1,19.32,0.0,1
2,2024-03-02 12:57:29,2024-03-02 13:06:16,142,Queens,161,Queens,0.88,9.3,15.96,0.0,1
2,2024-03-11 09:05:19,2024-03-11 09:11:38,236,Queens,237,Manhattan,1.54,9.3,16.63,0.0,1
2,2024-03-29 11:57:13,2024-03-29 12:24:16,141,Queens,229,Manhattan,1.73,21.02,25.02,0.0,0
1,2024-03-08 15:45:44,2024-03-08 16:34:43,138,Queens,144,Queens,9.3,47.1,69.4,0.0,1
1,2024-03-25 06:47:12,2024-03-25 07:06:08,164,Brooklyn,161,Queens,1.3,16.3,23.3,0.0,1
2,2024-03-11 17:20:47,2024-03-11 17:32:02,164,Brooklyn,48,Manhattan,1.28,11.4,21.48,0.0,1
2,2024-03-02 22:44:04,2024-03-02 23:01:24,48,Manhattan,41,Manhattan,3.34,19.8,29.76,0.0,1
2,2024-03-30 13:31:56,2024-03-30 13:37:29,170,Brooklyn,162,Queens,1.01,7.2,11.2,0.0,2
2,2024-03-04 11:27:07,2024-03-04 11:50:05,230,Manhattan,238,Manhattan,3.91,24.0,35.0,0.0,1
2,2024-03-01 11:55:57,2024-03-01 12:07:08,161,Queens,186,Queens,0.88,10.7,17.64,0.0,1
2,2024-03-16 18:19:30,2024-03-16 18:28:28,237,Manhattan,140,Queens,0.97,10.0,14.0,0.0,2
2,2024-03-21 19:46:13,2024-03-21 20:05:14,141,Queens,234,Manhattan,3.43,21.79,25.79,0.0,0
2,2024-03-31 10:26:53,2024-03-31 10:37:52,142,Queens,238,Manhattan,1.85,12.8,20.16,0.0,1
2,2024-03-09 00:39:41,2024-03-09 00:48:01,249,Manhattan,231,Manhattan,1.52,10.0,18.0,0.0,1
1,2024-03-11 18:38:08,2024-03-11 18:42:27,236,Queens,141,Queens,0.8,5.8,15.4,0.0,1
2,2024-03-11 19:25:28,2024-03-11 19:30:58,230,Manhattan,163,Brooklyn,0.6,7.2,15.76,0.0,1
1,2024-03-23 03:15:58,2024-03-23 03:27:40,249,Manhattan,170,Brooklyn,2.2,13.17,17.17,0.0,0
2,2024-03-24 01:20:11,2024-03-24 01:28:16,79,Brooklyn,90,Brooklyn,1.46,9.3,15.8,0.0,1
1,2024-03-03 00:47:16,2024-03-03 01:07:16,249,Manhattan,236,Queens,4.6,21.2,30.2,0.0,1
2,2024-03-06 23:01:13,2024-03-06 23:06:28,107,Brooklyn,234,Manhattan,0.54,6.5,15.53,0.0,1
1,2024-03-10 23:04:17,2024-03-10 23:33:08,234,Manhattan,36,Manhattan,7.4,35.2,47.14,6.94,3
2,2024-03-15 13:10:05,2024-03-15 13:19:30,239,Manhattan,142,Queens,1.35,10.7,17.64,0.0,1
2,2024-03-22 01:29:33,2024-03-22 01:33:56,249,Manhattan,90,Brooklyn,0.76,6.5,11.5,0.0,1
2,2024-03-29 05:58:15,2024-03-29 06:04:59,186,Queens,161,Queens,1.43,8.6,16.32,0.0,1
2,2024-03-19 09:30:37,2024-03-19 09:50:25,239,Manhattan,90,Brooklyn,3.63,20.5,26.5,0.0,1
2,2024-03-08 18:41:46,2024-03-08 19:05:40,231,Manhattan,239,Manhattan,5.83,28.2,45.11,0.0,1
1,2024-03-07 14:30:16,2024-03-07 15:04:40,161,Queens,138,Queens,10.3,45.7,71.64,6.94,1
2,2024-03-26 15:27:45,2024-03-26 15:38:10,90,Brooklyn,114,Queens,1.69,11.4,18.48,0.0,1
2,2024-03-31 12:26:25,2024-03-31 12:31:32,264,Manhattan,264,Manhattan,0.8,7.2,11.31,0.0,1
2,2024-03-22 20:50:49,2024-03-22 20:58:37,238,Manhattan,239,Manhattan,1.45,10.0,18.0,0.0,1
2,2024-03-03 20:13:11,2024-03-03 20:24:59,113,Queens,246,Manhattan,1.99,12.8,21.36,0.0,1
1,2024-03-31 18:57:29,2024-03-31 19:22:33,68,Brooklyn,141,Queens,3.2,21.2,30.25,0.0,1
1,2024-03-08 14:55:20,2024-03-08 16:00:22,90,Brooklyn,1,Manhattan,17.3,97.2,118.58,13.38,1
1,2024-03-10 04:43:59,2024-03-10 04:56:33,249,Manhattan,137,Queens,2.5,13.5,22.2,0.0,1
1,2024-03-08 22:57:38,2024-03-08 23:10:46,142,Queens,75,Brooklyn,3.2,17.0,26.4,0.0,1
2,2024-03-13 17:30:43,2024-03-13 17:37:12,137,Queens,162,Queens,0.79,7.9,14.4,0.0,2
2,2024-03-26 15:22:16,2024-03-26 15:23:30,263,Manhattan,263,Manhattan,0.38,3.7,10.01,0.0,1
2,2024-03-21 21:43:47,2024-03-21 21:49:45,79,Brooklyn,107,Brooklyn,1.03,7.9,12.9,0.0,2
2,2024-03-14 09:58:24,2024-03-14 10:13:51,170,Brooklyn,87,Brooklyn,4.73,22.6,31.92,0.0,1
2,2024-03-03 13:53:36,2024-03-03 14:04:03,141,Queens,43,Bronx,1.48,11.4,18.48,0.0,1
2,2024-03-27 23:35:03,2024-03-27 23:39:53,141,Queens,262,Manhattan,1.67,8.6,16.32,0.0,1
2,2024-03-22 00:28:36,2024-03-22 00:34:30,113,Queens,79,Brooklyn,0.85,7.9,15.48,0.0,1
2,2024-03-29 06:32:09,2024-03-29 07:30:56,132,Queens,142,Queens,17.65,70.0,90.9,0.0,1
2,2024-03-13 07:33:33,2024-03-13 07:50:16,229,Manhattan,236,Queens,2.46,17.0,21.0,0.0,2
1,2024-03-16 20:28:31,2024-03-16 20:31:22,161,Queens,161,Queens,0.4,5.1,10.1,0.0,1
2,2024-03-30 21:57:17,2024-03-30 22:13:51,249,Manhattan,161,Queens,2.31,16.3,25.56,0.0,1
2,2024-03-12 00:39:44,2024-03-12 00:59:30,138,Queens,102,Brooklyn,10.78,42.2,51.45,0.0,1
2,2024-03-27 08:31:43,2024-03-27 08:41:25,239,Manhattan,230,Manhattan,1.99,12.1,20.12,0.0,1
1,2024-03-20 19:30:41,2024-03-20 19:41:19,186,Queens,162,Queens,1.4,10.7,17.2,0.0,2
