VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
2,2023-11-12 06:27:28,2023-11-12 06:58:01,68,Brooklyn,132,Queens,17.81,70.0,97.13,6.94,1
2,2023-11-21 16:58:20,2023-11-21 18:23:43,132,Queens,239,Manhattan,21.17,70.0,96.46,6.94,1
2,2023-11-24 08:39:00,2023-11-24 08:46:32,186,Queens,230,Manhattan,1.36,9.3,13.3,0.0,2
1,2023-11-01 19:39:46,2023-11-01 19:48:37,163,Brooklyn,236,Queens,1.6,9.3,17.3,0.0,1
2,2023-11-24 18:51:32,2023-11-24 18:58:09,163,Brooklyn,229,Manhattan,0.85,7.2,16.44,0.0,1
1,2023-11-13 08:51:34,2023-11-13 09:01:09,140,Queens,229,Manhattan,1.5,11.4,15.4,0.0,2
2,2023-11-07 19:21:18,2023-11-07 19:28:21,158,Queens,234,Manhattan,0.85,7.9,17.28,0.0,1
2,2023-11-15 21:32:54,2023-11-15 21:35:11,161,Queens,162,Queens,0.46,5.1,12.12,0.0,1
1,2023-11-22 19:38:44,2023-11-22 20:02:36,186,Queens,125,Queens,3.0,19.8,30.3,0.0,1
2,2023-11-12 10:31:40,2023-11-12 10:55:49,138,Queens,238,Manhattan,10.1,41.5,71.03,6.94,1
1,2023-11-13 19:37:20,2023-11-13 19:43:59,229,Manhattan,262,Manhattan,1.6,8.6,14.96,0.0,1
1,2023-11-26 14:11:50,2023-11-26 14:20:23,48,Manhattan,43,Bronx,0.6,9.3,15.3,0.0,1
2,2023-11-21 23:20:35,2023-11-21 23:27:37,107,Brooklyn,164,Brooklyn,1.11,8.6,13.6,0.0,2
1,2023-11-09 08:44:24,2023-11-09 08:58:18,186,Queens,162,Queens,1.5,11.4,17.4,0.0,1
2,2023-11-16 08:56:18,2023-11-16 09:02:38,237,Manhattan,229,Manhattan,0.51,7.2,11.2,0.0,2
2,2023-11-07 07:22:29,2023-11-07 07:30:20,170,Brooklyn,229,Manhattan,1.35,10.0,14.0,0.0,2
1,2023-11-04 18:33:25,2023-11-04 18:52:59,237,Manhattan,239,Manhattan,3.0,17.0,25.2,0.0,1
2,2023-11-09 15:06:34,2023-11-09 16:12:53,163,Brooklyn,1,Manhattan,21.06,112.6,161.82,21.25,1
2,2023-11-20 19:55:52,2023-11-20 20:14:50,164,Brooklyn,50,Brooklyn,1.58,17.7,26.2,0.0,1
1,2023-11-03 09:26:33,2023-11-03 09:47:04,140,Queens,244,Manhattan,7.9,33.8,45.35,0.0,1
2,2023-11-22 19:52:24,2023-11-22 20:07:48,239,Manhattan,262,Manhattan,0.78,15.6,25.1,0.0,1
2,2023-11-13 20:43:16,2023-11-13 20:59:25,68,Brooklyn,107,Brooklyn,2.11,16.3,25.56,0.0,1
2,2023-11-29 07:43:50,2023-11-29 08:01:34,233,Manhattan,161,Queens,1.26,15.6,20.6,0.0,1
2,2023-11-12 14:30:23,2023-11-12 15:14:47,138,Queens,48,Manhattan,8.8,46.4,68.23,0.0,1
2,2023-11-20 01:28:55,2023-11-20 01:39:25,68,Brooklyn,142,Queens,2.43,13.5,22.2,0.0,1
2,2023-11-09 23:10:17,2023-11-09 23:36:16,90,Brooklyn,112,Queens,6.08,31.0,45.0,0.0,1
2,2023-11-01 09:05:02,2023-11-01 09:05:09,138,Queens,138,Queens,0.0,66.0,89.1,0.0,1
2,2023-11-01 23:54:58,2023-11-02 00:37:51,132,Queens,230,Manhattan,18.21,70.0,87.69,6.94,1
2,2023-11-28 19:47:30,2023-11-28 19:54:35,237,Manhattan,143,Queens,1.01,8.6,16.1,0.0,1
1,2023-11-29 12:40:50,2023-11-29 13:00:23,237,Manhattan,230,Manhattan,1.4,16.3,24.35,0.0,1
1,2023-11-20 11:11:09,2023-11-20 11:21:25,141,Queens,163,Brooklyn,0.6,10.0,16.5,0.0,1
2,2023-11-28 12:14:15,2023-11-28 12:27:01,141,Queens,170,Brooklyn,1.49,12.8,20.16,0.0,1
2,2023-11-19 01:53:50,2023-11-19 02:12:49,114,Queens,145,Queens,4.73,23.3,42.29,6.94,1
2,2023-11-02 08:46:43,2023-11-02 09:05:47,79,Brooklyn,87,Brooklyn,2.16,17.7,22.7,0.0,1
2,2023-11-24 11:15:38,2023-11-24 11:58:49,142,Queens,26,Manhattan,13.76,59.0,63.0,0.0,1
1,2023-11-29 06:18:10,2023-11-29 06:21:55,229,Manhattan,233,Manhattan,0.8,6.5,10.5,0.0,2
2,2023-11-10 14:58:42,2023-11-10 15:03:49,140,Queens,263,Manhattan,1.16,7.9,14.28,0.0,1
1,2023-11-14 12:15:42,2023-11-14 12:24:00,236,Queens,237,Manhattan,1.0,7.9,14.9,0.0,1
1,2023-11-14 07:35:09,2023-11-14 07:43:03,186,Queens,107,Brooklyn,0.8,7.9,14.85,0.0,1
2,2023-11-15 12:08:33,2023-11-15 12:23:42,142,Queens,237,Manhattan,1.43,14.9,21.74,0.0,1
2,2023-11-19 00:53:53,2023-11-19 01:19:07,79,Brooklyn,223,Manhattan,9.27,36.69,48.83,0.0,0
1,2023-11-19 17:44:21,2023-11-19 17:57:18,161,Queens,186,Queens,1.3,11.4,15.4,0.0,2
2,2023-11-20 14:49:25,2023-11-20 15:04:47,142,Queens,141,Queens,1.86,14.9,19.9,0.0,1
1,2023-11-11 19:49:42,2023-11-11 19:54:02,144,Queens,231,Manhattan,0.5,5.1,10.1,0.0,1
2,2023-11-11 22:50:25,2023-11-11 23:01:08,142,Queens,48,Manhattan,1.0,10.7,18.84,0.0,1
2,2023-11-14 18:20:32,2023-11-14 18:26:13,142,Queens,239,Manhattan,0.81,7.2,15.76,0.0,1
2,2023-11-11 15:11:26,2023-11-11 15:14:10,237,Manhattan,141,Queens,0.61,5.1,13.1,0.0,1
2,2023-11-27 15:54:49,2023-11-27 16:07:27,161,Queens,142,Queens,1.78,13.5,20.0,0.0,1
1,2023-11-29 09:36:30,2023-11-29 10:02:51,79,Brooklyn,127,Queens,0.0,41.94,45.94,0.0,0
2,2023-11-04 11:18:28,2023-11-04 11:30:30,107,Brooklyn,186,Queens,1.13,12.1,19.32,0.0,1
1,2023-11-05 23:14:17,2023-11-05 23:44:49,164,Brooklyn,61,Brooklyn,9.0,41.5,55.8,0.0,1
1,2023-11-03 16:26:15,2023-11-03 16:32:11,236,Queens,262,Manhattan,0.8,7.2,14.7,0.0,1
2,2023-11-20 07:14:38,2023-11-20 07:22:10,68,Brooklyn,48,Manhattan,1.35,9.3,13.3,0.0,2
1,2023-11-15 13:47:19,2023-11-15 14:09:48,162,Queens,262,Manhattan,2.7,21.2,30.2,0.0,1
2,2023-11-06 13:53:50,2023-11-06 13:56:30,229,Manhattan,229,Manhattan,0.25,4.4,8.4,0.0,2
2,2023-11-14 20:54:23,2023-11-14 21:01:15,234,Manhattan,144,Queens,1.22,8.6,17.0,0.0,1
1,2023-11-30 15:09:55,2023-11-30 15:14:57,239,Manhattan,238,Manhattan,0.5,6.5,10.5,0.0,3
1,2023-11-30 16:48:18,2023-11-30 17:17:25,236,Queens,246,Manhattan,3.4,21.9,34.05,0.0,1
2,2023-11-01 16:02:32,2023-11-01 16:13:32,132,Queens,216,Manhattan,4.63,20.5,31.5,0.0,1
2,2023-11-15 14:38:59,2023-11-15 14:51:03,170,Brooklyn,162,Queens,0.9,11.4,15.4,0.0,2
1,2023-11-07 10:36:14,2023-11-07 10:58:17,186,Queens,170,Brooklyn,1.2,18.4,22.4,0.0,1
2,2023-11-05 13:45:44,2023-11-05 13:55:50,144,Queens,186,Queens,2.38,13.5,17.5,0.0,2
2,2023-11-02 13:40:01,2023-11-02 13:52:23,4,Manhattan,113,Queens,1.19,12.8,16.8,0.0,2
1,2023-11-18 07:10:44,2023-11-18 07:10:51,193,Manhattan,193,Manhattan,0.0,3.0,4.5,0.0,2
2,2023-11-01 11:06:17,2023-11-01 11:14:05,125,Queens,68,Brooklyn,1.3,9.3,15.3,0.0,1
1,2023-11-06 20:08:04,2023-11-06 20:16:24,230,Manhattan,236,Queens,1.9,11.4,21.48,0.0,1
2,2023-11-09 18:35:51,2023-11-09 18:42:41,90,Brooklyn,234,Manhattan,0.79,7.9,15.4,0.0,1
2,2023-11-25 15:35:56,2023-11-25 16:50:27,132,Queens,230,Manhattan,22.73,97.5,110.19,6.94,2
2,2023-11-18 12:00:00,2023-11-18 12:13:31,186,Queens,163,Brooklyn,1.39,13.5,19.5,0.0,1
1,2023-11-01 20:38:20,2023-11-01 20:54:22,137,Queens,141,Queens,2.0,15.6,22.6,0.0,1
2,2023-11-05 00:52:49,2023-11-05 01:01:57,261,Manhattan,144,Queens,1.49,10.7,18.84,0.0,1
1,2023-11-20 16:11:28,2023-11-20 16:23:59,90,Brooklyn,231,Manhattan,1.9,12.8,21.62,0.0,1
1,2023-11-14 07:25:28,2023-11-14 07:27:51,224,Manhattan,137,Queens,0.6,5.1,9.1,0.0,3
2,2023-11-03 09:28:20,2023-11-03 09:34:46,143,Queens,142,Queens,0.73,7.9,11.9,0.0,1
1,2023-11-01 22:35:21,2023-11-01 22:59:59,140,Queens,129,Queens,5.4,26.1,35.1,0.0,1
2,2023-11-17 09:40:57,2023-11-17 10:07:09,163,Brooklyn,144,Queens,3.38,24.0,30.8,0.0,1
2,2023-11-21 15:32:55,2023-11-21 15:43:48,162,Queens,162,Queens,0.57,-10.0,-14.0,0.0,4
2,2023-11-30 08:46:12,2023-11-30 08:54:22,162,Queens,233,Manhattan,0.69,8.6,14.24,0.0,1
2,2023-11-14 11:05:15,2023-11-14 11:13:07,237,Manhattan,236,Queens,1.19,9.3,14.3,0.0,1
2,2023-11-28 18:58:09,2023-11-28 19:11:46,79,Brooklyn,68,Brooklyn,2.21,14.9,21.4,0.0,2
2,2023-11-21 10:45:11,2023-11-21 11:21:10,88,Brooklyn,141,Queens,6.42,38.0,50.4,0.0,1
2,2023-11-30 11:12:16,2023-11-30 11:39:12,229,Manhattan,43,Bronx,2.03,22.6,33.25,0.0,1
2,2023-11-06 08:39:13,2023-11-06 09:04:22,239,Manhattan,230,Manhattan,2.69,22.6,31.92,0.0,1
1,2023-11-21 13:51:06,2023-11-21 14:16:25,163,Brooklyn,140,Queens,1.5,17.0,24.5,0.0,1
2,2023-11-24 18:47:28,2023-11-24 18:58:51,162,Queens,79,Brooklyn,2.18,12.8,23.16,0.0,1
2,2023-11-14 09:55:30,2023-11-14 10:09:03,229,Manhattan,107,Brooklyn,1.94,14.2,21.84,0.0,1
1,2023-11-20 12:41:48,2023-11-20 12:49:16,234,Manhattan,224,Manhattan,0.6,7.2,11.2,0.0,2
2,2023-11-06 11:44:44,2023-11-06 11:50:31,229,Manhattan,137,Queens,1.03,7.2,12.2,0.0,1
2,2023-11-03 03:27:52,2023-11-03 03:37:27,158,Queens,48,Manhattan,2.41,12.8,21.36,0.0,1
2,2023-11-12 16:02:29,2023-11-12 16:21:58,164,Brooklyn,249,Manhattan,1.44,17.0,21.0,0.0,2
2,2023-11-15 09:45:00,2023-11-15 10:22:19,186,Queens,261,Manhattan,3.22,31.0,35.0,0.0,2
2,2023-11-29 09:50:11,2023-11-29 09:54:40,162,Queens,170,Brooklyn,0.43,6.5,10.5,0.0,2
2,2023-11-13 17:39:14,2023-11-13 17:55:42,230,Manhattan,249,Manhattan,1.99,15.6,26.52,0.0,1
2,2023-11-30 19:13:20,2023-11-30 19:32:58,161,Queens,263,Manhattan,2.63,19.1,32.0,0.0,1
2,2023-11-03 13:55:12,2023-11-03 14:07:10,249,Manhattan,234,Manhattan,1.51,12.1,19.32,0.0,1
2,2023-11-05 23:58:30,2023-11-06 00:04:02,114,Queens,158,Queens,0.85,7.2,14.64,0.0,1
2,2023-11-16 07:57:09,2023-11-16 08:02:01,161,Queens,161,Queens,0.55,6.5,13.12,0.0,1
2,2023-11-15 17:48:01,2023-11-15 18:05:56,141,Queens,142,Queens,1.51,16.3,27.36,0.0,1
1,2023-11-10 11:46:18,2023-11-10 11:56:11,79,Brooklyn,137,Queens,1.2,10.7,14.7,0.0,2
1,2023-11-02 20:35:34,2023-11-02 20:48:26,161,Queens,234,Manhattan,1.7,12.1,20.5,0.0,1
2,2023-11-27 20:12:56,2023-11-27 20:20:33,239,Manhattan,238,Manhattan,1.04,9.3,16.3,0.0,1
2,2023-11-06 16:18:12,2023-11-06 16:27:52,264,Manhattan,264,Manhattan,0.85,10.0,19.0,0.0,1
2,2023-11-28 15:30:50,2023-11-28 15:43:09,236,Queens,75,Brooklyn,1.1,11.4,17.71,0.0,1
2,2023-11-12 00:28:46,2023-11-12 00:38:13,249,Manhattan,79,Brooklyn,0.78,10.0,18.0,0.0,1
2,2023-11-28 20:32:31,2023-11-28 20:37:45,229,Manhattan,141,Queens,1.21,7.9,14.9,0.0,1
2,2023-11-14 09:49:29,2023-11-14 09:51:14,140,Queens,141,Queens,0.32,4.4,10.08,0.0,1
1,2023-11-17 06:33:18,2023-11-17 06:43:38,140,Queens,239,Manhattan,2.3,12.1,17.6,0.0,1
2,2023-11-12 11:54:06,2023-11-12 11:59:58,237,Manhattan,237,Manhattan,0.79,7.9,14.28,0.0,1
2,2023-11-06 06:53:00,2023-11-06 07:44:21,132,Queens,56,Brooklyn,10.26,50.6,53.85,0.0,2
1,2023-11-10 14:51:13,2023-11-10 16:34:21,186,Queens,35,Manhattan,0.0,37.5,39.0,0.0,1
2,2023-11-11 16:46:37,2023-11-11 17:05:39,100,Brooklyn,231,Manhattan,2.78,18.4,26.88,0.0,1
2,2023-11-24 09:27:32,2023-11-24 09:36:35,90,Brooklyn,144,Queens,1.78,11.4,18.48,0.0,1
2,2023-11-20 15:54:33,2023-11-20 16:05:59,162,Queens,237,Manhattan,0.63,10.7,16.9,0.0,1
2,2023-11-10 15:50:36,2023-11-10 15:50:40,64,Brooklyn,64,Brooklyn,0.0,15.0,19.2,0.0,1
2,2023-11-23 17:09:10,2023-11-23 17:18:47,170,Brooklyn,163,Brooklyn,1.23,10.7,18.37,0.0,1
2,2023-11-05 16:04:09,2023-11-05 16:20:55,48,Manhattan,238,Manhattan,2.07,17.0,24.15,0.0,1
2,2023-11-27 06:41:23,2023-11-27 06:48:14,229,Manhattan,158,Queens,1.17,8.6,15.75,0.0,1
1,2023-11-08 21:19:10,2023-11-08 21:26:56,162,Queens,262,Manhattan,1.6,9.3,17.15,0.0,1
2,2023-11-04 13:37:57,2023-11-04 13:42:38,162,Queens,229,Manhattan,0.49,6.5,11.5,0.0,1
2,2023-11-06 10:52:42,2023-11-06 11:48:00,132,Queens,33,Brooklyn,18.32,75.8,94.51,0.0,1
1,2023-11-05 16:28:41,2023-11-05 16:52:04,233,Manhattan,74,Brooklyn,4.5,24.7,28.7,0.0,2
2,2023-11-10 22:00:55,2023-11-10 22:08:16,142,Queens,24,Manhattan,2.46,12.1,20.52,0.0,1
