VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
2,2024-07-14 22:18:53,2024-07-14 22:26:47,170,Brooklyn,237,Manhattan,1.46,10.0,18.0,0.0,1
2,2024-07-31 17:11:50,2024-07-31 17:24:16,144,Queens,164,Brooklyn,1.6,12.8,19.3,0.0,1
1,2024-07-03 11:41:26,2024-07-03 11:58:45,186,Queens,161,Queens,1.5,15.6,19.6,0.0,2
2,2024-07-19 01:11:34,2024-07-19 01:21:54,114,Queens,87,Brooklyn,2.24,12.8,19.0,0.0,1
1,2024-07-17 19:12:36,2024-07-17 19:21:24,132,Queens,219,Manhattan,3.1,14.9,22.65,0.0,1
2,2024-07-18 10:26:19,2024-07-18 10:35:01,141,Queens,262,Manhattan,1.04,9.3,15.96,0.0,1
2,2024-07-08 08:28:16,2024-07-08 08:54:46,70,Brooklyn,166,Brooklyn,8.05,35.9,61.31,11.94,1
2,2024-07-02 17:51:07,2024-07-02 18:23:51,249,Manhattan,142,Queens,4.45,30.3,42.32,0.0,1
2,2024-07-14 12:37:25,2024-07-14 12:54:01,246,Manhattan,224,Manhattan,2.86,17.7,26.04,0.0,1
2,2024-07-27 14:08:26,2024-07-27 14:12:55,238,Manhattan,24,Manhattan,0.75,7.2,9.57,0.0,1
2,2024-07-26 00:49:56,2024-07-26 01:24:05,48,Manhattan,17,Manhattan,8.55,-40.8,-45.8,0.0,4
2,2024-07-31 06:38:49,2024-07-31 07:19:36,132,Queens,107,Brooklyn,16.64,70.0,82.69,6.94,2
2,2024-07-12 15:28:10,2024-07-12 15:45:41,6,Manhattan,195,Manhattan,8.51,0.01,21.83,20.82,2
2,2024-07-28 05:04:43,2024-07-28 05:22:55,162,Queens,138,Queens,9.29,37.3,65.09,6.94,1
1,2024-07-08 22:14:02,2024-07-08 22:14:13,186,Queens,186,Queens,0.0,23.0,25.0,0.0,1
2,2024-07-30 13:14:22,2024-07-30 13:21:47,141,Queens,237,Manhattan,0.68,7.9,14.28,0.0,1
2,2024-07-13 11:09:38,2024-07-13 11:18:49,239,Manhattan,151,Queens,1.33,10.7,18.38,0.0,1
1,2024-07-31 11:16:03,2024-07-31 11:39:12,68,Brooklyn,230,Manhattan,1.4,19.8,28.55,0.0,1
1,2024-07-25 18:39:04,2024-07-25 19:04:07,163,Brooklyn,100,Brooklyn,1.7,21.2,33.2,0.0,1
2,2024-07-14 09:39:26,2024-07-14 09:47:46,162,Queens,50,Brooklyn,1.4,9.3,15.96,0.0,1
2,2024-07-19 11:02:06,2024-07-19 11:15:51,230,Manhattan,237,Manhattan,1.98,14.9,22.68,0.0,1
2,2024-07-27 08:17:25,2024-07-27 08:31:08,186,Queens,163,Brooklyn,1.9,14.2,21.84,0.0,1
2,2024-07-20 13:27:02,2024-07-20 13:32:12,162,Queens,233,Manhattan,0.79,7.2,12.2,0.0,1
1,2024-07-09 12:04:01,2024-07-09 12:24:59,140,Queens,264,Manhattan,2.9,20.5,26.0,0.0,1
1,2024-07-12 06:17:35,2024-07-12 06:52:55,238,Manhattan,1,Manhattan,18.8,92.3,130.42,15.38,1
2,2024-07-20 00:12:19,2024-07-20 00:22:30,249,Manhattan,170,Brooklyn,2.16,12.8,18.8,0.0,1
1,2024-07-18 15:44:38,2024-07-18 15:55:12,238,Manhattan,263,Manhattan,1.8,10.7,14.7,0.0,1
1,2024-07-16 13:18:22,2024-07-16 13:27:27,68,Brooklyn,234,Manhattan,1.1,9.3,15.95,0.0,1
2,2024-07-23 15:24:36,2024-07-23 15:34:42,143,Queens,141,Queens,1.58,11.4,17.71,0.0,1
2,2024-07-11 16:19:42,2024-07-11 16:39:48,132,Queens,265,Manhattan,6.44,37.3,43.05,0.0,2
2,2024-07-30 18:22:47,2024-07-30 18:41:19,164,Brooklyn,48,Manhattan,1.34,16.3,24.8,0.0,1
1,2024-07-18 12:30:51,2024-07-18 12:39:53,142,Queens,236,Queens,1.2,10.0,17.5,0.0,1
1,2024-07-06 02:42:19,2024-07-06 02:51:23,148,Queens,158,Queens,1.2,8.6,16.3,0.0,1
2,2024-07-19 21:15:39,2024-07-19 21:44:32,186,Queens,66,Brooklyn,6.88,35.9,49.08,0.0,1
2,2024-07-04 09:32:19,2024-07-04 09:36:28,142,Queens,237,Manhattan,0.71,6.5,13.65,0.0,1
2,2024-07-04 14:34:28,2024-07-04 14:46:36,138,Queens,112,Queens,6.8,26.8,40.05,0.0,1
2,2024-07-30 17:18:19,2024-07-30 17:35:52,237,Manhattan,162,Queens,1.48,15.6,22.1,0.0,1
2,2024-07-29 23:05:52,2024-07-29 23:18:02,161,Queens,239,Manhattan,2.51,14.9,23.88,0.0,1
1,2024-07-11 19:56:31,2024-07-11 20:00:33,141,Queens,140,Queens,0.9,6.5,13.8,0.0,1
2,2024-07-31 16:33:29,2024-07-31 16:59:56,234,Manhattan,186,Queens,1.72,22.6,34.92,0.0,1
2,2024-07-31 22:49:49,2024-07-31 23:01:39,243,Manhattan,239,Manhattan,6.23,25.4,36.48,0.0,1
1,2024-07-15 09:59:32,2024-07-15 10:23:56,166,Brooklyn,161,Queens,3.9,21.9,28.9,0.0,1
1,2024-07-19 02:44:55,2024-07-19 02:46:07,260,Manhattan,260,Manhattan,0.0,25.0,26.0,0.0,1
2,2024-07-17 06:31:03,2024-07-18 05:51:31,142,Queens,140,Queens,2.1,18.4,22.4,0.0,2
2,2024-07-27 19:42:57,2024-07-27 19:50:42,113,Queens,4,Manhattan,0.84,8.6,12.6,0.0,1
2,2024-07-20 18:57:18,2024-07-20 19:30:44,132,Queens,117,Queens,9.54,43.6,46.85,0.0,2
2,2024-07-16 19:26:21,2024-07-16 19:35:54,148,Queens,88,Brooklyn,1.63,10.7,20.64,0.0,1
2,2024-07-02 13:17:31,2024-07-02 13:31:08,263,Manhattan,237,Manhattan,1.56,12.8,20.16,0.0,1
1,2024-07-31 17:58:47,2024-07-31 18:03:03,236,Queens,151,Queens,1.7,9.3,18.95,0.0,1
2,2024-07-06 00:05:15,2024-07-06 00:33:24,132,Queens,230,Manhattan,17.55,70.0,92.69,6.94,1
2,2024-07-01 02:26:04,2024-07-01 02:45:14,132,Queens,83,Brooklyn,15.42,57.6,61.85,0.0,2
2,2024-07-19 11:39:20,2024-07-19 11:46:50,230,Manhattan,234,Manhattan,1.46,9.3,15.3,0.0,1
2,2024-07-23 23:26:40,2024-07-23 23:31:01,211,Manhattan,231,Manhattan,0.85,6.5,13.8,0.0,1
1,2024-07-26 07:34:38,2024-07-26 07:45:26,48,Manhattan,233,Manhattan,1.3,11.4,17.4,0.0,1
2,2024-07-31 15:25:25,2024-07-31 15:54:33,141,Queens,68,Brooklyn,3.14,25.4,35.28,0.0,1
2,2024-07-18 19:43:34,2024-07-18 20:03:46,166,Brooklyn,140,Queens,3.95,22.6,34.1,0.0,1
1,2024-07-20 00:27:19,2024-07-20 00:39:08,90,Brooklyn,79,Brooklyn,1.4,12.7,16.7,0.0,0
2,2024-07-08 09:12:06,2024-07-08 09:23:09,161,Queens,163,Brooklyn,0.5,10.7,17.64,0.0,1
2,2024-07-19 15:13:26,2024-07-19 15:31:34,246,Manhattan,79,Brooklyn,2.67,18.4,27.4,0.0,1
2,2024-07-13 22:02:41,2024-07-13 22:02:47,211,Manhattan,211,Manhattan,0.0,15.0,22.2,0.0,1
2,2024-07-26 08:33:47,2024-07-26 08:38:09,143,Queens,246,Manhattan,1.72,8.6,15.12,0.0,1
2,2024-07-24 13:55:39,2024-07-24 14:05:47,100,Brooklyn,164,Brooklyn,1.18,10.7,17.64,0.0,1
2,2024-07-13 12:02:29,2024-07-13 12:18:38,148,Queens,229,Manhattan,2.87,17.7,26.04,0.0,1
2,2024-07-20 08:27:20,2024-07-20 08:37:38,163,Brooklyn,43,Bronx,2.16,12.8,16.8,0.0,2
2,2024-07-10 08:44:53,2024-07-10 09:01:38,186,Queens,230,Manhattan,0.96,14.9,22.68,0.0,1
