VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
1,2023-05-06 12:54:36,2023-05-06 13:08:45,233,Manhattan,186,Queens,1.9,14.2,20.2,0.0,1
1,2023-05-17 22:14:34,2023-05-17 22:28:35,186,Queens,229,Manhattan,1.9,12.1,20.5,0.0,1
2,2023-05-28 14:51:13,2023-05-28 15:01:47,43,Bronx,141,Queens,1.41,11.4,16.9,0.0,1
2,2023-05-16 14:22:11,2023-05-16 14:36:45,237,Manhattan,140,Queens,1.09,13.5,21.0,0.0,1
2,2023-05-29 13:20:44,2023-05-29 13:28:35,163,Brooklyn,246,Manhattan,1.91,10.7,16.0,0.0,1
2,2023-05-30 00:01:43,2023-05-30 00:34:40,100,Brooklyn,3,Manhattan,15.3,61.1,66.1,0.0,2
2,2023-05-20 15:13:44,2023-05-20 15:23:04,231,Manhattan,87,Brooklyn,0.96,9.3,15.96,0.0,1
1,2023-05-14 15:24:30,2023-05-14 15:32:34,236,Queens,237,Manhattan,1.7,10.7,14.7,0.0,2
2,2023-05-05 21:43:30,2023-05-05 21:52:05,236,Queens,163,Brooklyn,1.31,10.0,18.0,0.0,1
2,2023-05-15 16:07:34,2023-05-15 16:21:28,100,Brooklyn,143,Queens,1.81,14.2,24.84,0.0,1
2,2023-05-23 15:43:40,2023-05-23 15:54:28,43,Bronx,141,Queens,1.09,10.7,14.7,0.0,2
1,2023-05-26 14:30:33,2023-05-26 15:33:00,164,Brooklyn,132,Queens,18.5,70.0,80.55,6.55,2
1,2023-05-19 10:19:39,2023-05-19 10:24:13,239,Manhattan,142,Queens,0.7,6.5,12.6,0.0,1
2,2023-05-12 10:52:00,2023-05-12 10:54:05,140,Queens,262,Manhattan,0.53,4.4,10.08,0.0,1
2,2023-05-29 18:41:28,2023-05-29 19:03:53,209,Manhattan,43,Bronx,7.65,34.5,46.2,0.0,1
2,2023-05-21 12:57:07,2023-05-21 13:00:04,164,Brooklyn,100,Brooklyn,0.16,4.4,8.4,0.0,1
2,2023-05-16 11:08:35,2023-05-16 11:18:20,234,Manhattan,246,Manhattan,1.39,10.7,17.64,0.0,1
1,2023-05-05 15:12:00,2023-05-05 15:23:14,70,Brooklyn,70,Brooklyn,2.2,13.5,26.1,0.0,1
1,2023-05-01 07:44:41,2023-05-01 08:02:30,75,Brooklyn,238,Manhattan,2.0,17.0,21.0,0.0,1
2,2023-05-01 18:22:26,2023-05-01 18:31:08,234,Manhattan,144,Queens,1.61,10.7,18.92,0.0,1
1,2023-05-26 12:19:09,2023-05-26 12:33:08,162,Queens,79,Brooklyn,1.9,13.5,21.0,0.0,1
2,2023-05-05 20:53:11,2023-05-05 21:05:15,142,Queens,161,Queens,1.5,12.1,21.38,0.0,1
1,2023-05-29 12:09:40,2023-05-29 12:16:32,161,Queens,162,Queens,0.5,6.5,10.5,0.0,2
2,2023-05-11 08:26:45,2023-05-11 08:44:41,114,Queens,163,Brooklyn,3.08,19.1,27.72,0.0,1
2,2023-05-22 18:51:16,2023-05-22 18:54:41,107,Brooklyn,90,Brooklyn,0.5,5.8,14.76,0.0,1
2,2023-05-05 20:22:49,2023-05-05 20:40:58,163,Brooklyn,68,Brooklyn,2.69,17.0,22.0,0.0,2
2,2023-05-03 22:13:45,2023-05-03 22:20:58,256,Manhattan,232,Manhattan,1.92,-10.7,-15.7,0.0,2
2,2023-05-15 05:01:51,2023-05-15 05:13:01,230,Manhattan,238,Manhattan,2.5,14.2,21.2,0.0,1
2,2023-05-17 12:44:27,2023-05-17 12:58:27,162,Queens,233,Manhattan,1.28,13.5,21.0,0.0,1
1,2023-05-17 20:14:09,2023-05-17 20:45:15,87,Brooklyn,239,Manhattan,7.4,34.5,47.4,0.0,1
2,2023-05-28 17:19:58,2023-05-28 17:30:32,79,Brooklyn,186,Queens,1.81,11.4,15.4,0.0,2
2,2023-05-20 18:58:22,2023-05-20 19:13:04,163,Brooklyn,161,Queens,1.28,14.2,18.2,0.0,2
2,2023-05-07 17:47:10,2023-05-07 17:55:15,140,Queens,229,Manhattan,1.34,10.0,16.8,0.0,1
1,2023-05-13 14:51:27,2023-05-13 15:07:17,90,Brooklyn,230,Manhattan,1.6,13.5,17.5,0.0,2
1,2023-05-14 21:03:55,2023-05-14 21:19:19,186,Queens,236,Queens,3.1,15.6,20.6,0.0,2
1,2023-05-03 20:15:15,2023-05-03 20:32:24,107,Brooklyn,140,Queens,3.5,19.1,30.13,0.0,1
2,2023-05-11 22:15:18,2023-05-11 22:28:44,162,Queens,100,Brooklyn,1.59,12.8,21.36,0.0,1
2,2023-05-13 22:38:53,2023-05-13 22:49:01,90,Brooklyn,211,Manhattan,1.43,10.7,18.84,0.0,1
2,2023-05-11 23:17:35,2023-05-11 23:46:31,249,Manhattan,238,Manhattan,7.18,35.2,46.23,0.0,1
2,2023-05-03 00:46:26,2023-05-03 00:50:28,48,Manhattan,163,Brooklyn,0.99,6.5,13.8,0.0,1
2,2023-05-28 16:25:22,2023-05-28 16:31:30,229,Manhattan,237,Manhattan,1.07,7.9,14.88,0.0,1
2,2023-05-16 00:15:57,2023-05-16 00:29:06,186,Queens,140,Queens,2.92,15.6,21.6,0.0,1
2,2023-05-26 13:38:23,2023-05-26 13:49:06,263,Manhattan,74,Brooklyn,2.34,13.5,21.0,0.0,1
2,2023-05-30 18:56:38,2023-05-30 19:09:12,229,Manhattan,48,Manhattan,1.13,12.1,22.32,0.0,1
2,2023-05-26 05:53:48,2023-05-26 05:57:45,229,Manhattan,162,Queens,0.99,7.2,14.64,0.0,1
2,2023-05-26 00:25:06,2023-05-26 00:36:26,249,Manhattan,170,Brooklyn,1.93,12.8,19.58,0.0,1
2,2023-05-06 09:28:51,2023-05-06 09:56:42,132,Queens,107,Brooklyn,17.16,70.0,98.41,6.55,1
2,2023-05-20 13:02:27,2023-05-20 13:30:26,239,Manhattan,186,Queens,3.24,24.7,34.44,0.0,1
1,2023-05-17 17:39:17,2023-05-17 17:51:55,43,Bronx,236,Queens,1.8,12.8,22.19,0.0,0
2,2023-05-28 09:00:26,2023-05-28 09:12:57,262,Manhattan,129,Queens,7.24,28.9,47.34,6.55,1
2,2023-05-02 16:19:18,2023-05-02 16:25:29,236,Queens,237,Manhattan,0.81,7.2,16.44,0.0,1
