VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
2,2021-02-09 13:45:59,2021-02-09 14:03:37,229,Manhattan,236,Queens,2.55,12.5,17.38,0.0,1
1,2021-02-14 13:50:59,2021-02-14 13:53:58,236,Queens,262,Manhattan,0.6,4.5,9.35,0.0,1
2,2021-02-07 08:09:37,2021-02-07 08:13:23,236,Queens,75,Brooklyn,0.97,5.5,8.8,0.0,2
2,2021-02-27 09:36:00,2021-02-27 09:41:14,262,Manhattan,140,Queens,1.18,6.0,12.09,0.0,1
2,2021-02-20 13:05:04,2021-02-20 13:15:19,140,Queens,162,Queens,1.84,9.0,12.3,0.0,2
2,2021-02-12 14:44:07,2021-02-12 14:56:23,141,Queens,233,Manhattan,1.67,10.0,13.3,0.0,2
1,2021-02-23 09:30:15,2021-02-23 09:35:21,162,Queens,161,Queens,0.8,5.5,10.0,0.0,1
1,2021-02-17 12:18:43,2021-02-17 12:41:01,163,Brooklyn,41,Manhattan,3.5,17.0,23.3,0.0,1
2,2021-02-06 20:00:02,2021-02-06 20:11:13,263,Manhattan,239,Manhattan,1.72,9.5,12.8,0.0,2
1,2021-02-11 10:28:59,2021-02-11 10:39:30,141,Queens,229,Manhattan,0.6,7.5,12.95,0.0,1
2,2021-02-14 14:15:34,2021-02-14 14:22:58,142,Queens,141,Queens,1.18,6.5,11.76,0.0,1
1,2021-02-23 08:17:57,2021-02-23 08:39:39,13,Manhattan,143,Queens,5.1,19.0,25.3,0.0,1
2,2021-02-18 23:27:22,2021-02-18 23:27:55,164,Brooklyn,234,Manhattan,0.23,3.0,6.8,0.0,2
2,2021-02-03 20:09:18,2021-02-03 20:24:35,100,Brooklyn,144,Queens,2.92,12.5,16.3,0.0,2
2,2021-02-16 11:40:52,2021-02-16 11:45:09,151,Queens,238,Manhattan,0.6,5.0,11.8,0.0,1
2,2021-02-27 21:40:12,2021-02-27 21:58:24,90,Brooklyn,238,Manhattan,3.88,15.0,21.3,0.0,1
2,2021-02-23 10:49:17,2021-02-23 10:56:42,163,Brooklyn,162,Queens,0.74,6.5,11.76,0.0,1
2,2021-02-19 08:01:34,2021-02-19 08:09:41,236,Queens,75,Brooklyn,0.76,6.5,11.27,0.0,1
2,2021-02-09 13:21:11,2021-02-09 13:29:46,234,Manhattan,164,Brooklyn,1.0,7.0,10.3,0.0,2
2,2021-02-11 17:14:02,2021-02-11 18:02:34,247,Manhattan,257,Manhattan,17.36,43.31,52.98,6.12,0
2,2021-02-20 19:23:39,2021-02-20 19:44:46,249,Manhattan,141,Queens,4.54,17.0,23.34,0.0,1
2,2021-02-28 12:18:58,2021-02-28 12:42:38,138,Queens,62,Brooklyn,11.46,34.0,41.76,0.0,1
1,2021-02-02 22:33:35,2021-02-02 22:41:35,164,Brooklyn,229,Manhattan,1.7,8.0,14.75,0.0,1
2,2021-02-16 21:12:45,2021-02-16 21:26:35,48,Manhattan,152,Queens,5.79,18.5,22.3,0.0,2
2,2021-02-18 08:09:42,2021-02-18 08:16:50,43,Bronx,163,Brooklyn,1.53,7.5,12.2,0.0,1
2,2021-02-12 20:30:20,2021-02-12 20:46:36,239,Manhattan,234,Manhattan,3.98,15.0,22.56,0.0,1
2,2021-02-03 08:46:48,2021-02-03 08:58:45,134,Queens,196,Manhattan,0.0,39.56,43.11,0.0,0
1,2021-02-12 19:53:20,2021-02-12 19:58:54,237,Manhattan,263,Manhattan,1.4,7.0,13.55,0.0,1
1,2021-02-22 12:15:17,2021-02-22 12:39:11,141,Queens,69,Brooklyn,5.9,20.5,23.8,0.0,2
1,2021-02-25 17:37:47,2021-02-25 17:49:45,233,Manhattan,90,Brooklyn,2.1,10.0,14.3,0.0,2
2,2021-02-16 13:29:52,2021-02-16 13:45:44,107,Brooklyn,236,Queens,2.83,13.0,19.56,0.0,1
2,2021-02-15 20:51:10,2021-02-15 21:04:47,263,Manhattan,143,Queens,2.38,11.5,18.36,0.0,1
2,2021-02-10 16:24:22,2021-02-10 16:34:32,137,Queens,137,Queens,0.71,7.5,12.8,0.0,1
2,2021-02-11 10:28:53,2021-02-11 10:47:01,137,Queens,237,Manhattan,2.36,13.0,16.3,0.0,2
2,2021-02-04 17:33:00,2021-02-04 17:56:00,95,Brooklyn,219,Manhattan,8.19,29.06,32.61,0.0,0
2,2021-02-17 10:33:56,2021-02-17 10:49:50,238,Manhattan,48,Manhattan,2.84,13.0,19.56,0.0,1
2,2021-02-06 17:38:40,2021-02-06 17:51:26,163,Brooklyn,263,Manhattan,2.21,10.5,13.8,0.0,2
2,2021-02-26 21:40:36,2021-02-26 21:52:33,79,Brooklyn,162,Queens,2.9,11.5,18.36,0.0,1
2,2021-02-27 21:06:33,2021-02-27 21:13:30,48,Manhattan,246,Manhattan,1.8,8.0,12.8,0.0,1
1,2021-02-08 21:44:39,2021-02-08 21:48:47,238,Manhattan,238,Manhattan,0.6,5.0,8.8,0.0,2
2,2021-02-21 09:19:50,2021-02-21 09:24:12,236,Queens,140,Queens,1.23,6.0,10.7,0.0,1
1,2021-02-06 12:45:16,2021-02-06 12:53:53,163,Brooklyn,237,Manhattan,1.1,7.5,10.8,0.0,2
2,2021-02-28 14:26:53,2021-02-28 14:28:38,141,Queens,141,Queens,0.67,4.0,8.76,0.0,1
1,2021-02-08 18:30:02,2021-02-08 18:37:55,263,Manhattan,239,Manhattan,1.4,7.5,12.8,0.0,1
