VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,PULBoroughs,DOLocationID,DOLBoroughs,trip_distance,fare_amount,total_amount,tolls_amount,payment_type
2,2022-07-05 07:43:38,2022-07-05 07:47:49,140,Queens,262,Manhattan,1.33,5.5,10.56,0.0,1
2,2022-07-20 19:10:34,2022-07-20 19:23:55,236,Queens,233,Manhattan,3.06,12.5,18.8,0.0,1
2,2022-07-06 21:21:06,2022-07-06 21:27:51,142,Queens,162,Queens,1.07,6.5,12.36,0.0,1
1,2022-07-28 21:29:16,2022-07-28 21:43:46,48,Manhattan,170,Brooklyn,2.0,10.5,14.3,0.0,1
1,2022-07-22 21:57:37,2022-07-22 22:06:18,236,Queens,163,Brooklyn,1.7,8.5,14.75,0.0,1
2,2022-07-06 05:33:01,2022-07-06 05:38:06,233,Manhattan,262,Manhattan,3.09,10.0,15.55,0.0,1
1,2022-07-27 17:15:00,2022-07-27 17:31:17,161,Queens,100,Brooklyn,1.1,10.5,17.75,0.0,1
2,2022-07-15 10:07:17,2022-07-15 10:15:24,239,Manhattan,142,Queens,0.98,7.0,12.88,0.0,1
2,2022-07-09 16:35:25,2022-07-09 17:02:57,224,Manhattan,226,Manhattan,5.62,18.5,34.02,6.55,1
2,2022-07-24 10:49:58,2022-07-24 11:21:19,132,Queens,107,Brooklyn,17.27,52.0,75.72,6.55,1
1,2022-07-31 06:00:02,2022-07-31 06:24:27,132,Queens,49,Brooklyn,18.0,48.5,55.55,0.0,1
1,2022-07-13 16:19:17,2022-07-13 16:50:03,144,Queens,140,Queens,5.4,22.0,31.3,0.0,1
1,2022-07-13 22:47:44,2022-07-13 23:04:00,237,Manhattan,234,Manhattan,3.0,13.0,18.3,0.0,1
2,2022-07-21 20:19:39,2022-07-21 20:59:37,138,Queens,219,Manhattan,12.4,39.0,41.55,0.0,2
2,2022-07-06 18:43:47,2022-07-06 18:49:15,163,Brooklyn,237,Manhattan,1.43,6.5,12.6,0.0,1
2,2022-07-22 09:40:42,2022-07-22 09:53:45,163,Brooklyn,140,Queens,1.54,9.5,15.36,0.0,1
2,2022-07-15 10:01:28,2022-07-15 10:12:21,230,Manhattan,164,Brooklyn,1.13,8.5,11.8,0.0,2
2,2022-07-22 23:35:58,2022-07-22 23:40:36,144,Queens,231,Manhattan,0.96,5.5,11.16,0.0,1
2,2022-07-01 00:00:53,2022-07-01 00:14:23,231,Manhattan,40,Manhattan,3.27,13.0,20.16,0.0,1
2,2022-07-22 10:56:08,2022-07-22 10:59:28,163,Brooklyn,161,Queens,0.43,4.0,8.76,0.0,1
1,2022-07-08 22:13:12,2022-07-08 22:21:45,162,Queens,48,Manhattan,1.1,7.0,12.95,0.0,1
2,2022-07-26 12:16:23,2022-07-26 12:26:34,100,Brooklyn,233,Manhattan,1.09,8.0,13.56,0.0,1
1,2022-07-24 20:03:15,2022-07-24 20:10:28,186,Queens,163,Brooklyn,1.4,7.0,12.8,0.0,1
1,2022-07-20 13:58:18,2022-07-20 14:07:14,140,Queens,229,Manhattan,1.0,7.5,14.8,0.0,1
2,2022-07-12 12:21:41,2022-07-12 12:32:46,233,Manhattan,162,Queens,0.98,8.5,13.0,0.0,1
1,2022-07-07 17:53:08,2022-07-07 18:08:26,234,Manhattan,144,Queens,1.9,11.0,18.35,0.0,1
2,2022-07-20 14:18:06,2022-07-20 14:25:16,48,Manhattan,143,Queens,1.23,7.0,12.36,0.0,1
2,2022-07-05 08:52:28,2022-07-05 09:01:14,170,Brooklyn,162,Queens,0.77,7.0,12.88,0.0,1
1,2022-07-17 12:11:26,2022-07-17 13:09:11,138,Queens,211,Manhattan,14.7,49.0,60.85,6.55,1
2,2022-07-01 20:47:49,2022-07-01 21:00:15,114,Queens,256,Manhattan,2.62,11.5,18.36,0.0,1
2,2022-07-31 02:33:44,2022-07-31 02:50:01,231,Manhattan,229,Manhattan,4.06,14.5,21.96,0.0,1
